dsr1,dr1r2,Pr2,msr1,msr2,mr1d,mr2d,mr1r2,zeta,minPr1,minDsr2
0.18923,0.74401,0.54363,1,3,3,2,1,0.024168,0.1913,0.488
0.48798,0.37422,0.6468,2,1,3,2,3,0.29968,0.089,0.003
0.4132,0.42161,0.39716,2,1,3,3,1,0.15343,0.364,0.001
0.45031,0.65377,0.10638,1,2,3,1,3,0.19234,0.0142,0.5
0.29439,0.48081,0.80303,1,2,2,2,1,0.056298,0.9998,0.068
0.98468,0.51969,0.15416,2,1,2,2,2,0.2625,0.001,0.087
0.10295,0.84966,0.14699,3,3,3,3,2,0.35728,0.3211,0.184
0.47532,0.35264,0.6161,1,1,2,3,2,0.18453,0.9998,0.001
0.68612,0.47024,0.78641,3,2,1,2,1,0.24725,0.9998,0.037
0.67087,0.72745,0.68643,1,1,1,1,3,0.22848,0.5829,0.047
0.34018,0.62113,0.62011,2,2,2,1,1,0.27471,0.034,0.481
0.9159,0.75425,0.84813,2,2,1,3,2,0.25348,0.9998,0.021
0.6165,0.63565,0.2795,3,1,3,2,3,0.16546,0.012,0.039
0.61491,0.87626,0.34246,2,3,3,2,2,0.20604,0.0274,0.5
0.068827,0.78703,0.93681,2,3,2,2,3,0.29167,0.9998,0.146
0.93781,0.35729,0.45103,1,2,2,1,3,0.051285,0.001,0.5
0.36701,0.6295,0.10599,1,3,3,2,3,0.33977,0.0296,0.49
0.48716,0.55321,0.2728,3,3,2,3,2,0.27836,0.9998,0.075
0.90064,0.84229,0.68965,2,1,2,2,2,0.055789,0.0098,0.026
0.11004,0.81225,0.36015,2,2,2,3,3,0.11661,0.9998,0.051
0.82705,0.64867,0.94307,1,3,3,3,2,0.42278,0.0153,0.19
0.4975,0.73064,0.81193,2,2,2,3,3,0.45964,0.9998,0.016
0.35933,0.36163,0.16525,1,3,2,3,3,0.1931,0.9998,0.068
0.84723,0.78086,0.46063,3,2,3,2,2,0.45082,0.001,0.394
0.90426,0.75809,0.52461,2,2,1,2,1,0.19515,0.9998,0.081
0.26238,0.66015,0.10218,3,1,2,2,2,0.24348,0.2859,0.024
0.37583,0.66295,0.027644,3,1,3,2,2,0.13455,0.0098,0.25
0.65259,0.5893,0.094663,2,3,1,2,2,0.047322,0.9998,0.325
0.35328,0.81459,0.93397,2,3,1,1,2,0.11848,0.9998,0.426
0.29803,0.38054,0.062304,1,3,3,1,3,0.28019,0.0186,0.5
0.86528,0.83446,0.52781,1,3,1,2,1,0.11198,0.9998,0.224
0.80682,0.46631,0.94413,2,3,3,1,3,0.004479,0.0208,0.5
0.38431,0.38308,0.09565,1,2,2,2,1,0.14184,0.0879,0.19
0.12392,0.76572,0.26843,3,3,2,2,1,0.42797,0.6984,0.163
0.41722,0.35519,0.51252,1,1,1,1,3,0.077134,0.9998,0.026
0.13416,0.92618,0.72916,1,3,2,3,2,0.28329,0.9998,0.09
0.44366,0.8636,0.48505,3,2,3,3,2,0.31531,0.2595,0.05
0.56789,0.89276,0.41486,1,1,1,1,1,0.40723,0.7149,0.053
0.92471,0.94417,0.22231,1,3,1,1,3,0.23802,0.1308,0.5
0.85635,0.8382,0.17009,3,2,2,3,3,0.49215,0.0219,0.157
0.43308,0.69613,0.3414,2,3,2,3,1,0.28437,0.9998,0.08
0.073692,0.68787,0.26084,3,1,2,2,2,0.21843,0.9998,0.006
0.37688,0.53653,0.98084,3,3,2,1,2,0.066761,0.1275,0.5
0.82824,0.90872,0.25722,1,2,2,3,1,0.42827,0.0659,0.099
0.33873,0.50831,0.8907,2,2,1,3,3,0.3452,0.9998,0.011
0.15184,0.44905,0.80902,3,2,3,2,3,0.34775,0.2034,0.059
0.4686,0.58594,0.44825,1,2,2,3,1,0.047149,0.9998,0.041
0.49131,0.68557,0.33465,1,3,1,3,1,0.45142,0.9998,0.065
0.14982,0.31994,0.15445,3,3,1,3,2,0.32759,0.9998,0.048
0.14796,0.54565,0.77078,3,3,3,1,1,0.048178,0.0901,0.5
0.18782,0.6296,0.04336,2,2,1,1,1,0.094808,0.3068,0.5
0.043443,0.58711,0.90799,3,2,3,1,3,0.43087,0.0307,0.402
0.47608,0.30215,0.43339,1,3,1,2,2,0.24565,0.9998,0.066
0.57822,0.73413,0.75866,3,1,3,3,3,0.4238,0.1979,0.001
0.44408,0.45078,0.87695,3,2,3,1,2,0.37486,0.0065,0.5
0.20891,0.67738,0.53706,3,3,1,1,3,0.23167,0.9998,0.307
0.65818,0.56283,0.54466,1,2,3,1,3,0.24375,0.0043,0.5
0.62124,0.72738,0.72356,2,1,2,2,3,0.0049349,0.3981,0.019
0.031774,0.70718,0.62502,2,2,3,2,1,0.21198,0.2254,0.117
0.79488,0.31533,0.58456,1,1,3,2,1,0.072879,0.0032,0.02
0.83421,0.82288,0.1848,2,1,1,3,2,0.1023,0.9998,0.002
0.4464,0.39831,0.21204,3,2,1,3,3,0.37126,0.9998,0.019
0.64472,0.50371,0.1999,3,3,3,2,1,0.35936,0.0076,0.475
0.34117,0.77056,0.75579,1,1,1,3,1,0.41147,0.9998,0.001
0.19617,0.48385,0.55877,2,2,3,3,3,0.052776,0.9866,0.031
0.24585,0.8693,0.81944,3,3,1,2,2,0.35377,0.9998,0.149
0.077625,0.56364,0.49171,3,2,1,2,1,0.3997,0.9998,0.044
0.4998,0.35711,0.056446,2,1,3,3,2,0.22843,0.0329,0.011
0.71162,0.39159,0.41323,1,3,2,1,1,0.082634,0.0219,0.5
0.5687,0.64005,0.59951,1,1,3,2,3,0.33274,0.0384,0.009
0.53302,0.76631,0.33059,3,2,1,1,1,0.29427,0.2309,0.351
0.72641,0.70627,0.40297,1,3,1,3,1,0.22996,0.9998,0.084
0.6576,0.5167,0.59893,1,1,3,1,1,0.12841,0.0021,0.291
0.45782,0.97631,0.034421,3,2,3,1,1,0.23105,0.0186,0.5
0.10967,0.87399,0.90327,3,2,1,1,1,0.12005,0.9998,0.287
0.37421,0.76172,0.22876,3,2,1,1,2,0.078427,0.4498,0.487
0.32839,0.7938,0.14987,3,1,1,2,3,0.12719,0.9998,0.017
0.26594,0.49447,0.071501,1,3,1,2,1,0.4392,0.9998,0.124
0.96472,0.82776,0.71887,3,3,3,1,3,0.40982,0.001,0.5
0.45454,0.94397,0.31405,1,3,3,1,1,0.14654,0.0571,0.5
0.97296,0.47421,0.94303,3,3,3,2,1,0.19979,0.001,0.5
0.88407,0.69263,0.24834,2,2,3,3,3,0.40279,0.0021,0.204
0.77783,0.92735,0.69668,2,2,3,1,1,0.25917,0.0032,0.5
0.70135,0.45715,0.54694,1,3,1,1,1,0.39944,0.0989,0.325
0.19476,0.73277,0.91557,2,2,2,3,2,0.21732,0.9998,0.02
0.10355,0.66562,0.20181,1,2,2,2,3,0.38693,0.6049,0.097
0.45523,0.46593,0.15081,2,1,3,2,2,0.14729,0.0197,0.043
0.29318,0.46293,0.38752,2,2,1,2,3,0.063591,0.9998,0.088
0.59952,0.42965,0.50091,1,2,3,1,2,0.45395,0.0032,0.5
0.58043,0.74158,0.60161,3,3,1,2,3,0.24583,0.9998,0.163
0.045755,0.37777,0.54215,1,1,2,2,3,0.10815,0.9998,0.002
0.70849,0.47293,0.058598,3,3,3,3,2,0.14449,0.0098,0.463
0.82724,0.49115,0.83066,1,3,2,2,3,0.27719,0.0208,0.329
0.20814,0.52681,0.98888,1,2,1,3,3,0.46796,0.9998,0.009
0.08036,0.89136,0.96289,2,2,2,1,2,0.46498,0.1088,0.378
0.010448,0.56594,0.28107,1,1,2,1,1,0.15529,0.0879,0.141
0.90438,0.34047,0.20797,1,1,2,1,1,0.2375,0.001,0.345
0.50785,0.53739,0.19291,3,2,2,3,2,0.060212,0.9998,0.058
0.68114,0.75029,0.43217,3,2,1,3,1,0.087699,0.9998,0.044
0.71241,0.55504,0.17613,1,1,2,2,3,0.49503,0.0318,0.021
0.97937,0.37366,0.46575,3,3,2,2,3,0.26742,0.001,0.5
0.80524,0.97134,0.25743,2,2,1,2,1,0.49395,0.9998,0.093
0.49773,0.37332,0.73165,3,3,1,2,3,0.25449,0.9998,0.075
0.46075,0.39891,0.88233,1,3,1,1,3,0.088578,0.9998,0.24
0.38345,0.38746,0.66351,2,1,2,2,1,0.073755,0.9998,0.002
0.29208,0.79925,0.87727,2,2,2,1,1,0.017228,0.2144,0.5
0.035036,0.87823,0.37211,1,1,1,3,2,0.4047,0.9998,0.001
0.10155,0.79513,0.094002,1,3,1,3,2,0.1643,0.9998,0.184
0.54149,0.75726,0.693,2,2,2,1,2,0.29592,0.0252,0.5
0.78012,0.61375,0.67911,2,3,3,1,1,0.32731,0.0043,0.5
0.62818,0.35121,0.64973,1,2,3,2,3,0.46636,0.0131,0.116
0.84958,0.73958,0.84866,2,3,3,2,2,0.25019,0.0043,0.5
0.51783,0.64842,0.70878,1,1,3,1,2,0.10116,0.0054,0.274
0.44834,0.80467,0.32586,3,2,3,2,3,0.43685,0.0285,0.255
0.44832,0.54018,0.43289,1,2,1,3,3,0.13928,0.9998,0.027
0.96621,0.40352,0.34447,1,1,1,1,3,0.3912,0.001,0.285
0.49342,0.53281,0.29247,3,1,2,2,3,0.22202,0.5411,0.005
0.63352,0.43519,0.21886,1,3,2,3,2,0.27166,0.4971,0.081
0.58934,0.81912,0.1536,1,3,2,1,2,0.013158,0.4245,0.5
0.28153,0.97927,0.92851,1,2,2,2,2,0.27092,0.9998,0.081
0.10755,0.76813,0.31258,1,1,1,1,2,0.12756,0.9998,0.076
0.012458,0.70301,0.72422,1,1,2,1,3,0.0499,0.144,0.158
0.63257,0.7805,0.19653,3,1,1,2,1,0.14733,0.9998,0.012
0.82979,0.6873,0.4398,2,1,3,1,1,0.3114,0.001,0.336
0.27245,0.84177,0.47121,1,3,1,1,1,0.39143,0.9998,0.283
0.63921,0.47971,0.12114,3,2,3,3,3,0.064938,0.0197,0.219
0.87602,0.7384,0.9972,3,2,3,3,3,0.32283,0.0065,0.094
0.27109,0.94722,0.35604,3,1,3,1,2,0.39882,0.012,0.284
0.97798,0.60813,0.1676,3,1,2,2,3,0.095461,0.001,0.093
0.16788,0.99043,0.36694,3,1,2,3,1,0.47669,0.9998,0.001
0.054162,0.75042,0.66187,3,3,2,1,3,0.44362,0.1165,0.5
0.13736,0.83691,0.87128,1,1,3,2,3,0.28871,0.5345,0.003
0.23899,0.71183,0.18251,1,1,1,1,2,0.0076263,0.7006,0.301
0.50316,0.6045,0.077068,2,2,2,2,3,0.44521,0.0406,0.277
0.79541,0.94214,0.16195,3,3,2,1,2,0.12462,0.0593,0.5
0.71786,0.38155,0.40607,2,1,1,1,1,0.22637,0.287,0.034
0.055324,0.33246,0.61916,1,2,2,2,1,0.076251,0.9998,0.044
0.3109,0.91385,0.74559,2,3,2,1,2,0.45892,0.1033,0.5
0.81066,0.33338,0.10824,2,1,3,2,1,0.026965,0.001,0.127
0.95404,0.65483,0.54919,2,3,2,2,3,0.36986,0.0021,0.5
0.88118,0.80031,0.39849,1,2,3,1,3,0.47015,0.001,0.5
0.38649,0.86301,0.26453,3,3,1,2,1,0.12496,0.9998,0.257
0.72811,0.51262,0.23411,1,2,1,3,1,0.41847,0.9998,0.021
0.6467,0.41189,0.020487,1,1,1,1,1,0.045968,0.0186,0.5
0.38636,0.65115,0.60291,1,2,2,3,2,0.41022,0.9998,0.017
0.32838,0.40155,0.34228,2,2,3,1,3,0.28142,0.0098,0.5
0.78522,0.83937,0.30094,1,2,1,1,3,0.14305,0.1187,0.5
0.97386,0.86468,0.55858,1,1,2,1,1,0.43331,0.001,0.311
0.53647,0.76099,0.76452,3,1,1,1,2,0.19541,0.9998,0.04
0.23587,0.74559,0.10823,3,2,1,3,1,0.064821,0.9998,0.102
0.29567,0.41536,0.83863,2,3,1,2,1,0.23882,0.9998,0.074
0.2755,0.59775,0.22256,2,1,1,2,2,0.36742,0.9998,0.004
0.69586,0.68045,0.36932,3,2,2,3,3,0.0060423,0.6742,0.13
0.7379,0.91357,0.53056,1,2,1,2,2,0.41756,0.9998,0.076
0.0085214,0.97629,0.27979,1,2,2,2,1,0.29951,0.9998,0.113
0.65342,0.49489,0.71851,1,3,1,1,2,0.33755,0.2034,0.309
0.87145,0.94906,0.8248,3,1,1,2,2,0.30801,0.9998,0.003
0.17154,0.77646,0.48346,3,3,2,2,2,0.20406,0.9998,0.186
0.19277,0.58376,0.63396,3,1,1,2,3,0.036508,0.9998,0.005
0.94874,0.35376,0.53136,3,3,1,2,3,0.49801,0.2243,0.097
0.77514,0.85372,0.87589,1,2,3,1,1,0.22671,0.0032,0.5
0.45342,0.71581,0.28968,1,1,2,3,2,0.27366,0.9998,0.001
0.42597,0.50021,0.57371,3,2,2,1,1,0.48043,0.0208,0.379
0.83175,0.62727,0.72484,2,1,2,3,2,0.36001,0.2925,0.001
0.68045,0.60469,0.97072,1,3,3,2,2,0.37383,0.0131,0.378
0.072495,0.39651,0.52996,3,1,3,3,1,0.22915,0.8744,0.001
0.12285,0.80709,0.43709,1,3,3,2,3,0.46948,0.1385,0.276
0.17018,0.93714,0.74649,3,2,3,1,3,0.26178,0.0395,0.5
0.62656,0.92125,0.15825,3,2,2,3,1,0.095879,0.3277,0.131
0.93392,0.8532,0.75077,1,2,2,3,2,0.023893,0.034,0.141
0.57059,0.95018,0.94278,3,1,2,2,3,0.078207,0.9998,0.005
0.11523,0.35714,0.12234,2,1,1,2,1,0.24995,0.9998,0.004
0.38494,0.81963,0.053485,1,2,2,2,2,0.12677,0.0857,0.443
0.85724,0.78844,0.58199,3,2,2,3,1,0.21334,0.1396,0.057
0.3889,0.92164,0.40426,1,1,3,1,2,0.14103,0.0087,0.34
0.74746,0.56506,0.24878,3,3,2,3,1,0.051663,0.2287,0.211
0.6202,0.65357,0.25156,2,2,3,2,1,0.062435,0.012,0.432
0.95434,0.88657,0.24067,1,1,2,2,3,0.41368,0.001,0.065
0.31323,0.91957,0.53328,3,3,2,1,3,0.11212,0.2881,0.5
0.22679,0.54557,0.86248,3,1,1,3,3,0.015054,0.9998,0.001
0.95507,0.3515,0.42177,2,2,1,3,2,0.10947,0.9998,0.018
0.0089607,0.86,0.23618,1,3,3,3,1,0.018594,0.859,0.28
0.34405,0.59004,0.36899,2,1,3,3,2,0.39806,0.4619,0.001
0.086949,0.47957,0.81906,1,1,1,3,2,0.063282,0.9998,0.001
0.075997,0.67105,0.52085,1,3,1,3,3,0.26509,0.9998,0.077
0.35522,0.76686,0.16321,2,2,2,2,1,0.33674,0.1715,0.184
0.38304,0.31655,0.46253,1,1,3,3,1,0.29166,0.276,0.001
0.27697,0.77696,0.57697,3,2,2,2,2,0.17613,0.9261,0.091
0.72762,0.70275,0.001549,2,2,2,1,1,0.033252,0.0285,0.5
0.81643,0.51588,0.1869,2,3,3,1,1,0.014766,0.012,0.5
0.36206,0.9447,0.062391,2,3,2,2,1,0.33642,0.1198,0.477
0.063805,0.66001,0.032784,1,1,3,2,3,0.37913,0.0285,0.131
0.82425,0.64582,0.55069,3,2,2,1,3,0.0062885,0.0252,0.5
0.7911,0.41838,0.35538,3,1,2,1,2,0.38421,0.001,0.289
0.65104,0.45316,0.98167,1,3,1,2,1,0.42992,0.9998,0.061
0.59463,0.83001,0.48707,1,2,2,1,1,0.031003,0.0703,0.5
0.25663,0.99079,0.70947,1,2,3,3,1,0.049105,0.9019,0.058
0.28158,0.89631,0.85844,2,3,3,2,1,0.23374,0.1264,0.316
0.80371,0.41868,0.47824,2,1,1,1,3,0.30989,0.0703,0.059
0.12248,0.65216,0.26479,3,3,3,2,1,0.3957,0.0978,0.271
0.63321,0.43749,0.64052,3,2,1,3,3,0.20719,0.9998,0.014
0.2658,0.93665,0.78001,2,2,2,2,3,0.31246,0.9998,0.079
0.40255,0.66483,0.41247,3,1,1,1,2,0.3326,0.9998,0.033
0.94266,0.97597,0.45943,1,2,2,3,1,0.25885,0.0087,0.157
0.68434,0.57559,0.10425,3,3,2,1,1,0.26359,0.023,0.5
0.34205,0.60646,0.079837,3,3,2,2,3,0.21592,0.1286,0.398
0.21609,0.36213,0.87303,3,1,1,2,3,0.3916,0.9998,0.001
0.67375,0.9526,0.18115,3,1,1,1,3,0.12799,0.0615,0.336
0.45516,0.77767,0.84831,3,2,1,3,1,0.49892,0.9998,0.015
0.22976,0.98945,0.95337,3,3,3,1,3,0.041334,0.2287,0.5
0.025024,0.49064,0.51438,3,1,2,1,3,0.47193,0.2023,0.034
0.80954,0.99472,0.40283,2,1,3,3,1,0.11052,0.0263,0.003
0.29229,0.89745,0.21384,3,3,1,1,1,0.11442,0.9459,0.5
0.51015,0.85481,0.26876,1,3,2,1,3,0.47764,0.0626,0.5
0.72224,0.37557,0.18253,2,2,1,1,1,0.008053,0.1924,0.5
0.3679,0.36484,0.84715,3,1,1,2,2,0.14879,0.9998,0.001
0.97503,0.31059,0.39422,1,2,2,3,3,0.41529,0.001,0.115
0.05109,0.70916,0.91237,1,1,3,2,1,0.22598,0.8491,0.002
0.77184,0.82311,0.50197,2,1,3,1,3,0.10359,0.001,0.348
0.14826,0.60729,0.78755,1,3,1,3,3,0.38363,0.9998,0.051
0.4576,0.75149,0.41042,3,1,1,1,1,0.032478,0.6731,0.143
0.73119,0.46202,0.47799,2,2,3,1,3,0.025411,0.0054,0.5
0.40467,0.51213,0.89527,2,2,1,2,2,0.031076,0.9998,0.092
0.65071,0.72349,0.50624,1,3,2,3,2,0.2222,0.9998,0.087
0.82274,0.53682,0.46512,1,3,3,2,2,0.37059,0.0032,0.5
0.34025,0.66647,0.22285,1,3,1,2,1,0.29092,0.9998,0.154
0.88498,0.98244,0.89341,2,2,2,1,3,0.32315,0.0032,0.5
0.3968,0.67318,0.8827,2,3,3,1,2,0.49909,0.0219,0.5
0.25226,0.53639,0.73571,3,2,1,2,3,0.49204,0.9998,0.035
0.10125,0.5621,0.65538,1,1,3,1,2,0.16556,0.0263,0.152
0.18393,0.39424,0.54566,2,3,2,3,1,0.23757,0.9998,0.04
0.13808,0.71581,0.61163,3,1,1,1,1,0.34765,0.9998,0.03
0.74448,0.87483,0.94391,3,2,2,2,2,0.36031,0.0626,0.165
0.12484,0.50212,0.11448,3,1,1,1,2,0.46761,0.9998,0.034
0.16089,0.39143,0.92617,2,3,2,3,2,0.16313,0.9998,0.042
0.42302,0.37362,0.95726,2,2,3,1,1,0.45175,0.0065,0.391
0.90456,0.51046,0.53063,3,1,3,1,1,0.2142,0.001,0.306
0.16731,0.36166,0.10562,1,1,3,1,3,0.17656,0.0098,0.272
0.23507,0.50481,0.029307,2,2,1,2,3,0.40312,0.9998,0.118
0.76789,0.8174,0.85111,3,2,2,3,1,0.033289,0.9998,0.048
0.79706,0.70003,0.34767,1,3,1,2,3,0.27345,0.9998,0.167
0.060063,0.44284,0.59432,3,3,3,3,1,0.34204,0.9998,0.038
0.61017,0.95459,0.89216,2,3,3,2,1,0.40816,0.0252,0.421
0.77844,0.47,0.45325,2,1,1,2,2,0.30189,0.9998,0.002
0.22202,0.65775,0.28603,3,2,3,2,1,0.18823,0.0692,0.218
0.14786,0.48958,0.43699,3,3,3,2,2,0.096634,0.1308,0.298
0.65877,0.50143,0.36065,1,3,1,2,1,0.45253,0.9998,0.085
0.081489,0.6585,0.91904,2,1,2,1,1,0.4521,0.2089,0.04
0.39982,0.82885,0.15761,3,2,2,3,1,0.39874,0.9998,0.046
0.10602,0.95305,0.79664,1,2,3,1,2,0.41834,0.0373,0.5
0.4363,0.42093,0.069607,2,2,2,1,3,0.39345,0.0131,0.5
0.62628,0.54806,0.24008,1,1,3,2,2,0.22045,0.0098,0.038
0.25725,0.99575,0.14923,1,3,3,3,2,0.021715,0.3728,0.421
0.83912,0.91869,0.67198,1,1,3,1,1,0.42927,0.001,0.294
0.52887,0.40687,0.92925,2,3,1,3,3,0.33286,0.9998,0.033
0.48121,0.34606,0.92298,2,1,3,1,2,0.37455,0.0065,0.089
0.06171,0.8973,0.053285,2,3,2,2,1,0.16595,0.3035,0.459
0.78882,0.67817,0.99085,2,1,1,1,3,0.12216,0.1286,0.096
0.86615,0.81877,0.015798,2,1,1,3,2,0.16743,0.0439,0.135
0.55454,0.65207,0.82056,1,3,2,3,3,0.18217,0.9998,0.074
0.11946,0.5386,0.41912,1,1,2,2,2,0.47012,0.9998,0.002
0.19519,0.36414,0.27341,1,3,1,2,3,0.094389,0.9998,0.135
0.5574,0.76339,0.48859,2,1,3,3,1,0.054729,0.3937,0.001
0.487,0.6562,0.035115,2,3,2,3,3,0.10134,0.1968,0.377
0.97813,0.58975,0.99613,1,2,1,1,2,0.45702,0.0021,0.5
0.89355,0.42854,0.30131,2,2,1,3,1,0.35073,0.9998,0.016
0.11582,0.46505,0.29162,1,3,2,2,1,0.43918,0.8546,0.088
0.083196,0.84557,0.088524,2,2,3,1,1,0.016006,0.1198,0.5
0.34927,0.49302,0.14819,3,3,2,3,3,0.28607,0.9998,0.084
0.011813,0.65149,0.45312,2,2,2,3,1,0.11072,0.9998,0.033
0.62987,0.31491,0.33574,2,2,2,1,1,0.076916,0.0098,0.5
0.56132,0.45618,0.39229,2,3,3,3,2,0.19179,0.0956,0.138
0.66403,0.99705,0.34807,1,1,1,3,3,0.31647,0.9998,0.001
0.56283,0.55175,0.13627,1,3,2,2,3,0.46788,0.0538,0.328
0.93212,0.99667,0.41702,1,2,3,2,1,0.00037058,0.0021,0.449
0.72708,0.34144,0.43284,3,3,1,1,2,0.22127,0.0615,0.395
0.36661,0.38208,0.63828,1,2,2,3,2,0.26432,0.9998,0.011
0.51087,0.66101,0.39951,3,2,1,3,1,0.092536,0.9998,0.039
0.19575,0.9034,0.7803,3,1,3,2,3,0.14055,0.3497,0.006
0.89776,0.7288,0.73183,1,3,3,1,2,0.37478,0.0021,0.5
0.91564,0.45894,0.8771,2,1,1,3,2,0.092663,0.9998,0.001
0.78424,0.66657,0.35259,3,2,3,3,1,0.13995,0.012,0.154
0.38641,0.74497,0.47137,3,3,2,3,1,0.39782,0.9998,0.067
0.021026,0.32159,0.33445,1,1,3,2,2,0.34105,0.4476,0.002
0.034957,0.91928,0.13391,3,1,2,2,1,0.2024,0.9217,0.019
0.61393,0.39888,0.61874,3,2,2,1,1,0.29054,0.0076,0.495
0.97355,0.7135,0.96091,1,3,2,1,2,0.0026513,0.0087,0.5
0.32564,0.83803,0.053999,3,2,3,1,3,0.04146,0.0494,0.5
0.32745,0.39906,0.94748,3,2,1,3,3,0.1938,0.9998,0.011
0.13284,0.81021,0.67073,2,1,1,2,2,0.17659,0.9998,0.003
0.69717,0.68918,0.12962,3,3,1,3,2,0.20191,0.9998,0.135
0.19111,0.67518,0.66891,2,2,3,3,2,0.281,0.9998,0.02
0.80418,0.31743,0.58729,3,3,2,3,2,0.050504,0.3299,0.089
0.45467,0.69063,0.73831,1,2,1,1,1,0.49642,0.9998,0.128
0.59626,0.52871,0.98031,3,3,1,3,3,0.19175,0.9998,0.055
0.70761,0.38415,0.52459,2,3,2,3,3,0.15184,0.9998,0.053
0.85137,0.72691,0.73505,1,1,1,1,3,0.46652,0.0296,0.118
0.7915,0.90543,0.78794,3,2,3,1,3,0.053506,0.0043,0.5
0.67694,0.90231,0.13358,2,1,1,3,1,0.18569,0.9998,0.003
0.7772,0.39727,0.33335,3,1,3,1,1,0.28937,0.001,0.308
0.42684,0.89043,0.94259,3,2,1,2,2,0.20688,0.9998,0.081
0.053431,0.70701,0.19383,2,1,2,1,3,0.35073,0.0593,0.176
0.21659,0.65399,0.28787,3,1,1,2,1,0.096438,0.9998,0.008
0.025979,0.84282,0.55397,2,2,2,3,2,0.47733,0.9998,0.022
0.20939,0.64581,0.50461,3,1,1,2,1,0.4529,0.9998,0.002
0.69584,0.82196,0.11949,1,3,2,3,3,0.28778,0.155,0.26
0.23135,0.51882,0.3259,1,1,1,3,3,0.095708,0.9998,0.001
0.2969,0.82669,0.56162,3,2,2,1,3,0.1248,0.0912,0.5
0.57954,0.40592,0.19829,1,3,2,2,1,0.23513,0.0615,0.259
0.7181,0.66581,0.054572,2,2,1,2,3,0.40689,0.3508,0.18
0.02072,0.31265,0.083376,3,3,1,2,1,0.49659,0.9998,0.069
0.49681,0.66406,0.37393,2,2,3,1,3,0.21507,0.012,0.5
0.87475,0.40518,0.26842,2,1,1,3,3,0.33994,0.9998,0.001
0.0081503,0.44399,0.68769,2,2,2,3,2,0.16181,0.9998,0.015
0.99887,0.83871,0.39793,3,3,2,2,2,0.37754,0.001,0.5
0.42207,0.54025,0.69352,3,2,2,2,2,0.40516,0.7072,0.044
0.15227,0.79989,0.1723,1,2,2,1,2,0.084844,0.1374,0.5
0.61238,0.35979,0.096306,2,3,1,1,3,0.42352,0.0417,0.448
0.073959,0.97375,0.60731,1,3,2,1,2,0.25281,0.2562,0.5
0.68606,0.72458,0.63142,2,3,1,2,3,0.24569,0.9998,0.157
0.56104,0.82756,0.25421,2,2,3,1,2,0.077135,0.0164,0.5
0.070029,0.44942,0.06752,2,3,1,3,3,0.48575,0.9998,0.08
0.25092,0.54946,0.76373,3,1,1,1,2,0.20643,0.9998,0.024
0.29642,0.54772,0.80185,3,3,3,2,3,0.20653,0.1044,0.251
0.48653,0.90432,0.86472,3,1,1,1,1,0.19622,0.9998,0.048
0.020129,0.35829,0.91084,3,3,3,1,2,0.083948,0.0505,0.5
0.75082,0.7717,0.19906,3,1,3,1,1,0.077301,0.001,0.46
0.031705,0.59536,0.92926,3,1,1,3,1,0.4734,0.9998,0.001
0.9745,0.763,0.6805,3,1,3,1,2,0.22423,0.001,0.302
0.12362,0.91771,0.050362,1,3,3,1,2,0.12488,0.1374,0.5
0.30096,0.37497,0.2975,2,2,1,3,3,0.1202,0.9998,0.024
0.42335,0.40097,0.19099,2,2,3,1,2,0.42411,0.0065,0.5
0.93269,0.91887,0.87611,2,3,3,3,2,0.34356,0.0021,0.355
0.34048,0.76049,0.47196,3,1,3,2,3,0.084186,0.0989,0.018
0.1532,0.87236,0.40996,1,2,2,3,3,0.46195,0.9998,0.029
0.52401,0.84112,0.79225,1,2,3,2,1,0.10906,0.0362,0.273
0.62192,0.94406,0.40979,3,3,3,2,2,0.03767,0.067,0.5
0.6785,0.95576,0.57304,1,2,1,3,2,0.2949,0.9998,0.032
0.55514,0.65319,0.75319,2,3,2,1,3,0.48418,0.034,0.5
0.037344,0.98431,0.85128,3,3,1,1,3,0.48149,0.9998,0.315
0.32867,0.67918,0.10459,1,2,1,3,2,0.14516,0.9998,0.074
0.93741,0.58851,0.50689,3,1,3,1,3,0.35256,0.001,0.303
0.6969,0.70616,0.87121,3,2,2,3,3,0.29967,0.9998,0.018
0.77278,0.79159,0.34073,3,2,1,1,2,0.10905,0.1308,0.5
0.74199,0.94404,0.14477,3,1,3,1,3,0.33502,0.001,0.482
0.68992,0.30054,0.23998,2,3,1,2,2,0.44359,0.9998,0.059
0.93044,0.8909,0.48433,1,2,2,1,2,0.07743,0.0021,0.5
0.88293,0.89037,0.94195,2,2,2,2,1,0.17936,0.0098,0.308
0.32698,0.90209,0.20998,3,3,3,3,3,0.48848,0.1946,0.185
0.24457,0.31151,0.23023,1,2,3,2,1,0.089108,0.0538,0.16
0.87595,0.96877,0.37201,2,2,1,2,3,0.11386,0.9998,0.156
0.52222,0.70632,0.86565,3,3,2,2,1,0.489,0.3717,0.134
0.057843,0.66874,0.30347,2,2,3,1,3,0.34278,0.0296,0.5
0.0043065,0.76451,0.87253,1,1,3,1,1,0.30621,0.0406,0.125
0.41036,0.66476,0.55767,2,2,1,2,2,0.031667,0.9998,0.142
0.93611,0.39971,0.38336,3,2,3,1,1,0.050406,0.001,0.5
0.43167,0.40905,0.61741,1,3,3,1,1,0.28527,0.012,0.5
0.3952,0.42827,0.79255,1,3,2,1,1,0.41217,0.0285,0.432
